PressureSensor 0,PressureSensor 1,PressureSensor 2,PressureSensor 3,PressureSensor 4,PressureSensor 5,PressureSensor 6,PressureSensor 7,PressureSensor 8,PressureSensor 9,PressureSensor 10,PressureSensor 11,PressureSensor 12,PressureSensor 13,PressureSensor 14,PressureSensor 15,PressureSensor 16,PressureSensor 17,PressureSensor 18,PressureSensor 19,PressureSensor 20,PressureSensor 21,PressureSensor 22,PressureSensor 23,PressureSensor 24,PressureSensor 25,PressureSensor 26,PressureSensor 27,PressureSensor 28,PressureSensor 29,PressureSensor 30,PressureSensor 31,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,copX,copY,sumP
23,63,222,27,251,839,1348,401,1813,1137,1255,1107,1587,1107,616,857,25,61,260,21,324,323,554,359,675,1638,1260,1680,1202,1119,41,1272,-221,2275,7983,-291,-785,312,73.34533600374995,305.54625644522093,23467
23,68,246,28,280,912,1380,499,1936,1254,1329,1217,1547,1030,614,875,29,81,280,21,360,376,574,430,506,1473,1121,1483,1135,1031,32,1039,-221,2275,7983,-291,-785,312,72.32625274677926,293.14584859321815,23209
24,69,287,29,327,996,1396,575,2021,1363,1392,1319,1500,949,604,901,32,88,303,22,397,418,619,489,373,1313,991,1317,1084,974,29,859,-113,2113,8075,-300,-648,262,71.47408933217693,282.1155247181266,23060
41,75,332,29,371,1085,1413,648,2115,1498,1455,1417,1469,887,613,910,32,114,323,22,432,446,640,511,251,1138,866,1142,1029,903,25,723,-160,2170,8099,-71,-558,217,70.27048573295578,271.154301895012,22955
49,91,386,31,429,1172,1424,728,2205,1616,1503,1539,1422,805,629,929,34,145,352,23,471,487,657,564,167,983,758,954,966,815,23,565,-153,2321,8105,98,-522,219,69.37795567577,259.694158450397,22922
50,98,431,31,474,1282,1436,800,2313,1750,1534,1665,1374,715,644,959,36,160,388,28,515,550,666,610,85,828,661,754,922,717,23,393,-125,2321,8003,63,-540,263,68.43056526297397,248.2534509872445,22892
50,99,488,32,546,1379,1457,906,2373,1856,1570,1785,1276,615,667,988,53,200,414,44,571,620,681,666,52,700,578,592,873,615,22,186,-125,2321,8003,63,-540,263,68.14431035985014,236.7064781737388,22954
50,106,569,34,621,1486,1489,1002,2419,1978,1589,1904,1169,503,670,971,77,234,459,46,636,693,709,719,23,533,462,450,817,523,22,88,-70,2308,8115,-44,-576,286,67.82538718493775,225.30237299900224,23051
48,113,616,36,708,1625,1514,1064,2459,2085,1626,2030,1037,375,684,918,99,266,513,47,720,786,717,827,23,384,377,246,754,391,22,47,-41,2288,8206,-61,-655,349,67.91222956341495,213.8326855810338,23157
47,124,661,39,823,1750,1529,1145,2484,2231,1626,2166,828,226,696,834,149,309,583,54,823,897,724,919,22,230,284,44,684,266,22,22,72,2133,8252,19,-813,410,68.16834473559658,201.05559141172927,23241
49,123,740,52,955,1851,1563,1192,2499,2341,1624,2211,625,145,692,705,201,342,634,67,930,979,749,1016,22,102,180,23,572,178,22,22,62,2327,8240,112,-1033,439,68.8336110399043,191.20947620268308,23406
